Name,Symbol,ISIN,WKN,Exchange
UBS ETF (IE) MSCI AC Asia Ex Japan SF UCITS ETF (USD) A-acc,UIQI,IE00B7WK2W23,A1JZY0,XETR
UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (hedged to EUR) A-acc,AW1R,IE00BDR55927,A2H5CB,XETR
UBS ETF (IE) MSCI China A SF UCITS ETF (USD) A-acc,CNUA,IE00BKFB6K94,A2PRV8,XETR
UBS ETF (IE) MSCI EMU Climate Paris Aligned UCITS ETF (EUR) A-acc,AW1Z,IE00BN4Q0L55,A2QNQH,XETR
UBS ETF (IE) MSCI Europe Climate Paris Aligned UCITS ETF (EUR) A-acc,AW13,IE00BN4Q0933,A2QNQM,XETR
UBS ETF (IE) MSCI Japan Climate Paris Aligned UCITS ETF (JPY) A-acc,AW15,IE00BN4Q0X77,A2QNQP,XETR
UBS ETF (IE) MSCI USA Climate Paris Aligned UCITS ETF (USD) A-acc,AW16,IE00BN4Q0602,A2QNQQ,XETR
UBS ETF (IE) MSCI USA hedged EUR UCITS ETF (EUR) A-acc,UBUJ,IE00BD4TYG73,A1W5DE,XETR
UBS ETF (IE) MSCI USA Socially Responsible UCITS ETF (USD) A-acc,4UBI,IE00BJXT3C94,A2PZBD,XETR
UBS ETF (IE) MSCI USA Socially Responsible UCITS ETF (USD) A-dis,4UBK,IE00BJXT3B87,A2PZBC,XETR
UBS ETF (IE) MSCI USA UCITS ETF (USD) A-dis,UBU3,IE00B77D4428,A1JVB6,XETR
UBS ETF (IE) MSCI World Climate Paris Aligned UCITS ETF (USD) A-acc,AW10,IE00BN4Q0370,A2QNQJ,XETR
UBS ETF (IE) MSCI World Socially Responsible UCITS ETF (hedged to EUR) A-acc,4UB1,IE00BK72HM96,A2PZBK,XETR
UBS ETF (IE) MSCI World Socially Responsible UCITS ETF (USD) A-acc,4UBH,IE00BK72HJ67,A2PZBJ,XETR
UBS ETF (IE) MSCI World Socially Responsible UCITS ETF (USD) A-dis,4UB9,IE00BK72HH44,A2PZBH,XETR
UBS ETF (IE) MSCI World UCITS ETF (USD) A-acc,UETW,IE00BD4TXV59,A2PK5J,XETR
UBS ETF (IE) MSCI World UCITS ETF (USD) A-dis,UBU7,IE00B7KQ7B66,A1JVCA,XETR
UBS ETF (IE) S&P 500 ESG Elite UCITS ETF (hedged to EUR) A-acc,AW1B,IE00BLSN7W87,A2QMFY,XETR
UBS ETF (IE) S&P 500 ESG Elite UCITS ETF (USD) A-acc,AW1C,IE00BLSN7P11,A2QMF1,XETR
UBS ETF (IE) S&P 500 ESG UCITS ETF (hedged to EUR)  A-acc,S5SG,IE00BHXMHQ65,A2PEJ2,XETR
UBS ETF (IE) S&P 500 ESG UCITS ETF (USD) A-acc,4UBQ,IE00BHXMHL11,A2PEVA,XETR
UBS ETF (IE) S&P 500 ESG UCITS ETF (USD) A-dis,S5SD,IE00BHXMHK04,A2PEZ8,XETR
UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,UEQD,IE00BD34DK07,A2AMYQ,XETR
UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-dis,UEQ7,IE00BD34DJ91,A2H7WJ,XETR
UBS ETF (IE) S&P 500 UCITS ETF (USD) A-dis,UBU9,IE00B7K93397,A1JVB5,XETR
UBS ETF (IE) UBS Climate Aware Global Developed Equity CTB UCITS ETF (USD) A-acc,AW11,IE00BN4PXC48,A2QNQK,XETR
UBS ETF (LU) Bloomberg Barclays EUR High Quality Liquid Assets 1-5 Bond UCITS ETF (EUR) A-dis,UIQL,LU1805389258,A2JLRU,XETR
UBS ETF (LU) Bloomberg Barclays Euro Area Liquid Corporates 1-5 UCITS ETF (EUR) A-dis,UEF6,LU1048314196,A110QF,XETR
UBS ETF (LU) Bloomberg Barclays Euro Area Liquid Corporates UCITS ETF (EUR) A-dis,UEFR,LU0721553864,A1JRDL,XETR
UBS ETF (LU) Bloomberg Barclays Euro Inflation Linked 1-10 UCITS ETF (EUR) A-dis,FRC3,LU1645380368,A2DUGB,XETR
UBS ETF (LU) Bloomberg Barclays Euro Inflation Linked 10+ UCITS ETF (EUR) A-dis,FRC4,LU1645381689,A2DUGP,XETR
UBS ETF (LU) Bloomberg Barclays MSCI Euro Area Liquid Corporates Sustainable UCITS ETF (EUR) A-acc,4UBF,LU1484799843,A2AQ6E,XETR
UBS ETF (LU) Bloomberg Barclays MSCI Euro Area Liquid Corporates Sustainable UCITS ETF (EUR) A-dis,UIMC,LU1484799769,A2AQ6D,XETR
UBS ETF (LU) Bloomberg Barclays MSCI Global Liquid Corporates Sustainable UCITS ETF (hedged to EUR) A-acc,4UBR,LU2099992260,A2PYA5,XETR
UBS ETF (LU) Bloomberg Barclays MSCI Global Liquid Corporates Sustainable UCITS ETF (USD) A-acc,4UBP,LU2099991536,A2PYA0,XETR
UBS ETF (LU) Bloomberg Barclays MSCI US Liquid Corporates Sustainable UCITS ETF (hedged to EUR) A-acc,UET0,LU1215461325,A14YV6,XETR
UBS ETF (LU) Bloomberg Barclays TIPS 10+ UCITS ETF (USD) A-dis,UIMB,LU1459802754,A2APA5,XETR
UBS ETF (LU) Bloomberg Barclays US 1-3 Year Treasury Bond UCITS ETF (USD) A-dis,UEFF,LU0721552544,A1JRC9,XETR
UBS ETF (LU) Bloomberg Barclays US 7-10 Year Treasury Bond UCITS ETF (USD) A-dis,UEFI,LU0721552973,A1JRDC,XETR
UBS ETF (LU) Bloomberg Barclays US Liquid Corporates 1-5 UCITS ETF (hedged to EUR) A-acc,UEF8,LU1048315243,A110QS,XETR
UBS ETF (LU) Bloomberg Barclays US Liquid Corporates 1-5 UCITS ETF (USD) A-dis,UEF7,LU1048314949,A110QP,XETR
UBS ETF (LU) Bloomberg Barclays US Liquid Corporates UCITS ETF (hedged to EUR) A-acc,UEF0,LU1048317025,A110Q8,XETR
UBS ETF (LU) Bloomberg Barclays US Liquid Corporates UCITS ETF (USD) A-dis,UEF9,LU1048316647,A110Q5,XETR
UBS ETF (LU) Bloomberg Barclays USD Emerging Markets Sovereign UCITS ETF (hedged to EUR) A-acc,FRCK,LU1324516308,A1439H,XETR
UBS ETF (LU) Bloomberg Barclays USD Emerging Markets Sovereign UCITS ETF (USD) A-dis,UEFS,LU1324516050,A1439E,XETR
UBS ETF (LU) EURO STOXX 50 ESG UCITS ETF (EUR) A-dis,UET5,LU1971906802,A2PGD1,XETR
UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,UIM1,LU0136234068,794357,XETR
UBS ETF (LU) FTSE 100 UCITS ETF (GBP) A-dis,UIM3,LU0136242590,794362,XETR
UBS ETF (LU) J.P. Morgan CNY China Government 1-10 Year Bond UCITS ETF (USD) A-acc,JC11,LU2095995895,A2PYAK,XETR
UBS ETF (LU) J.P. Morgan EM Multi-Factor Enhanced Local Currency Bond UCITS ETF (USD) A-dis,UEFE,LU1720938841,A2JBPA,XETR
UBS ETF (LU) J.P. Morgan Global Government ESG Liquid Bond UCITS ETF (USD) A-acc,UIQG,LU1974693662,A2PGQR,XETR
UBS ETF (LU) J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF (hedged to EUR) A-acc,SEAB,LU1645386480,A2DUHX,XETR
UBS ETF (LU) J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF (hedged to EUR) A-dis,SEAD,LU1645386308,A2DUHW,XETR
UBS ETF (LU) J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF (USD) A-dis,SEAA,LU1645385839,A2DUHR,XETR
UBS ETF (LU) J.P. Morgan USD EM IG ESG Diversified Bond UCITS ETF (hedged to EUR) A-acc,EMIE,LU1974696418,A2PGRF,XETR
UBS ETF (LU) J.P. Morgan USD EM IG ESG Diversified Bond UCITS ETF (USD) A-acc,EMIG,LU1974695790,A2PGQ8,XETR
UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis,UIM9,LU0446734872,A0X97V,XETR
UBS ETF (LU) MSCI China ESG Universal UCITS ETF (USD) A-dis,UETC,LU1953188833,A2PESQ,XETR
UBS ETF (LU) MSCI Emerging Markets Socially Responsible UCITS ETF (USD) A-acc,UETE,LU1048313974,A110QE,XETR
UBS ETF (LU) MSCI Emerging Markets Socially Responsible UCITS ETF (USD) A-dis,UEF5,LU1048313891,A110QD,XETR
UBS ETF (LU) MSCI Emerging Markets UCITS ETF (USD) A-dis,UIMI,LU0480132876,UB42AA,XETR
UBS ETF (LU) MSCI EMU Small Cap UCITS ETF (EUR) A-dis,UEFD,LU0671493277,A1JHNE,XETR
UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (EUR) A-dis,UIMR,LU0629460675,A1JA1T,XETR
UBS ETF (LU) MSCI EMU UCITS ETF (EUR) A-dis,UIM4,LU0147308422,633611,XETR
UBS ETF (LU) MSCI Europe Socially Responsible UCITS ETF (EUR) A-acc,UIW1,LU2206597804,A2P93H,XETR
UBS ETF (LU) MSCI Europe Socially Responsible UCITS ETF (EUR) A-dis,UIW2,LU2206597713,A2P93G,XETR
UBS ETF (LU) MSCI Europe Socially Responsible UCITS ETF (hedged to EUR) A-acc,UIW3,LU2206598109,A2P93L,XETR
UBS ETF (LU) MSCI Europe UCITS ETF (EUR) A-dis,UIMA,LU0446734104,A0X97P,XETR
UBS ETF (LU) MSCI Europe UCITS ETF (hedged to EUR) A-acc,UIMF,LU1600334798,A2DQDG,XETR
UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (hedged to EUR) A-acc,U1FB,LU1273488715,A14X32,XETR
UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (JPY) A-dis,FRCJ,LU1230561679,A14UX8,XETR
UBS ETF (LU) MSCI Japan UCITS ETF (hedged to EUR) A-acc,UFMA,LU1169822266,A14MFB,XETR
UBS ETF (LU) MSCI Japan UCITS ETF (JPY) A-dis,UIM5,LU0136240974,794361,XETR
UBS ETF (LU) MSCI Pacific (ex Japan) UCITS ETF (USD) A-dis,UIMD,LU0446734526,A0X97T,XETR
UBS ETF (LU) MSCI Pacific Socially Responsible UCITS ETF (USD) A-acc,USUP,LU0950674928,A1W3LH,XETR
UBS ETF (LU) MSCI Pacific Socially Responsible UCITS ETF (USD) A-dis,UIMT,LU0629460832,A1JA1U,XETR
UBS ETF (LU) MSCI Switzerland IMI Socially Responsible UCITS ETF (CHF) A-acc,CHSR,LU2250132763,A2QJ83,XETR
UBS ETF (LU) MSCI United Kingdom UCITS ETF (hedged to EUR) A-acc,UFMB,LU1169821292,A14ME3,XETR
UBS ETF (LU) MSCI USA Socially Responsible UCITS ETF (hedged to EUR) A-dis,UET1,LU1280303014,A14YUN,XETR
UBS ETF (LU) MSCI USA Socially Responsible UCITS ETF (USD) A-dis,UIMP,LU0629460089,A1JA1S,XETR
UBS ETF (LU) MSCI USA UCITS ETF (USD) A-dis,UIM6,LU0136234654,794358,XETR
UBS ETF (LU) MSCI World Socially Responsible UCITS ETF (USD) A-acc,SEAC,LU0950674332,A1W3CQ,XETR
UBS ETF (LU) MSCI World Socially Responsible UCITS ETF (USD) A-dis,UIMM,LU0629459743,A1JA1R,XETR
UBS ETF (LU) MSCI World UCITS ETF (USD) A-dis,UIM7,LU0340285161,A0NCFR,XETR
UBS ETF (LU) SBI Foreign AAA-BBB 1-5 UCITS ETF (CHF) A-dis,UEFY,LU0879397742,A1H9GF,XETR
UBS ETF (LU) SBI Foreign AAA-BBB 5-10 UCITS ETF (CHF) A-dis,UEFZ,LU0879399441,A1H9GG,XETR
UC AXI Global Coco Bonds UCITS ETF - Institutional EUR-hedged,CCNV,LU1873136789,A2N4RJ,XETR
UC MSCI European Green Bond EUR UCITS ETF,ECBI,LU1899270539,A2N8AW,XETR
UC Refinitiv European Convertible Bond UCITS ETF,ECBD,LU1199448058,A14PYG,XETR
UC Refinitiv European Convertible Bond UCITS ETF (dis),ECBC,LU1372156916,A2AEZ5,XETR
VanEck Vectors Emerging Markets High Yield Bond UCITS ETF,HY3M,IE00BF541080,A2JEMH,XETR
VanEck Vectors iBoxx EUR Corporates UCITS ETF,TCBT,NL0009690247,A1T84M,XETR
VanEck Vectors iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF,VIGB,NL0010273801,A1T84N,XETR
VanEck Vectors iBoxx EUR Sovereign Diversified 1-10 UCITS ETF,TGBT,NL0009690254,A1J7LH,XETR
VanEck Vectors J.P. Morgan EM Local Currency Bond UCITS ETF - USD A,EM1C,IE00BDS67326,A2DQKN,XETR
Vanguard ESG Global All Cap UCITS ETF (USD) - Acc,V3AA,IE00BNG8L278,A2QL8U,XETR
Vanguard ESG Global All Cap UCITS ETF (USD) - Dist,V3AL,IE00BNG8L385,A2QL8V,XETR
Vanguard EUR Corporate Bond UCITS ETF,VECP,IE00BZ163G84,A143JK,XETR
Vanguard EUR Corporate Bond UCITS ETF - (EUR) Accumulating,VECA,IE00BGYWT403,A2PA8G,XETR
Vanguard EUR Eurozone Government Bond UCITS ETF,VGEB,IE00BZ163H91,A143JL,XETR
Vanguard EUR Eurozone Government Bond UCITS ETF - (EUR) Accumulating,VGEA,IE00BH04GL39,A2PA8D,XETR
Vanguard FTSE 100 UCITS ETF,VUKE,IE00B810Q511,A1JX54,XETR
Vanguard FTSE 250 UCITS ETF,VMID,IE00BKX55Q28,A12CX0,XETR
Vanguard FTSE All-World UCITS ETF,VGWL,IE00B3RBWM25,A1JX52,XETR
Vanguard FTSE All-World UCITS ETF - (USD) Accumulating,VWCE,IE00BK5BQT80,A2PKXG,XETR
Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF,VGEJ,IE00B9F5YL18,A1T8FT,XETR
Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF (USD) Accumulating,VGEK,IE00BK5BQZ41,A2PLTA,XETR
Vanguard FTSE Developed Europe ex UK UCITS ETF,VERX,IE00BKX55S42,A12CXZ,XETR
Vanguard FTSE Developed Europe ex UK UCITS ETF - (EUR) Accumulating,VERE,IE00BK5BQY34,A2PLBL,XETR
Vanguard FTSE Developed Europe UCITS ETF,VGEU,IE00B945VV12,A1T8FS,XETR
Vanguard FTSE Developed Europe UCITS ETF - (EUR) Accumulating,VWCG,IE00BK5BQX27,A2PLBK,XETR
Vanguard FTSE Developed World UCITS ETF,VGVE,IE00BKX55T58,A12CX1,XETR
Vanguard FTSE Developed World UCITS ETF (USD) Accumulating,VGVF,IE00BK5BQV03,A2PLS9,XETR
Vanguard FTSE Emerging Markets UCITS ETF,VFEM,IE00B3VVMM84,A1JX51,XETR
Vanguard FTSE Emerging Markets UCITS ETF (USD) Accumulating,VFEA,IE00BK5BR733,A2PLTC,XETR
Vanguard FTSE Japan UCITS ETF,VJPN,IE00B95PGT31,A1T8FU,XETR
Vanguard FTSE Japan UCITS ETF (USD) Accumulating,VJPA,IE00BFMXYX26,A2PLS8,XETR
Vanguard FTSE Japan UCITS ETF EUR Hedged Accumulating,VJPE,IE00BFMXYY33,A2PL2G,XETR
Vanguard FTSE North America UCITS ETF,VNRT,IE00BKX55R35,A12CXY,XETR
Vanguard FTSE North America UCITS ETF - (USD) Accumulating,VNRA,IE00BK5BQW10,A2PLBJ,XETR
Vanguard Germany All Cap UCITS ETF,VGER,IE00BG143G97,A2JF6S,XETR
Vanguard Global Aggregate Bond UCITS ETF EUR Hedged Accumulating,VAGF,IE00BG47KH54,A2PJZJ,XETR
Vanguard Global Aggregate Bond UCITS ETF EUR Hedged Distributing,VAGE,IE00BG47KB92,A2N9W4,XETR
Vanguard S&P 500 UCITS ETF,VUSA,IE00B3XXRP09,A1JX53,XETR
Vanguard S&P 500 UCITS ETF (USD) Accumulating,VUAA,IE00BFMXXD54,A2PFN2,XETR
Vanguard U.K. Gilt UCITS ETF,VGOV,IE00B42WWV65,A1JX55,XETR
Vanguard U.K. Gilt UCITS ETF EUR hedged - Acc,VGUE,IE00BMX0B524,A2P742,XETR
Vanguard USD Corporate 1-3 Year Bond UCITS ETF,VUSC,IE00BDD48R20,A2JCCL,XETR
Vanguard USD Corporate Bond UCITS ETF,VUCP,IE00BZ163K21,A143JM,XETR
Vanguard USD Corporate Bond UCITS ETF - (USD) Accumulating,VUCE,IE00BGYWFK87,A2PCCH,XETR
Vanguard USD Corporate Bond UCITS ETF EUR hedged - Acc,VDCE,IE00BGYWFL94,A2P743,XETR
Vanguard USD Emerging Markets Government Bond UCITS ETF,VGEM,IE00BZ163L38,A143JQ,XETR
Vanguard USD Treasury Bond UCITS ETF,VGTY,IE00BZ163M45,A143JN,XETR
Vanguard USD Treasury Bond UCITS ETF EUR hedged - Acc,VDTE,IE00BMX0B631,A2P741,XETR
WisdomTree Enhanced Commodity UCITS ETF - EUR Hedged Acc,WTEH,IE00BG88WG77,A2JQ0F,XETR
WisdomTree Enhanced Commodity UCITS ETF - USD,WTIC,IE00BYMLZY74,A2AE1P,XETR
WisdomTree EUR Aggregate Bond Enhanced Yield UCITS ETF - EUR,WTDP,IE00BD49R912,A2JKH6,XETR
WisdomTree EUR Aggregate Bond Enhanced Yield UCITS ETF - EUR Acc,WTDQ,IE00BD49RB39,A2JKH7,XETR
WisdomTree EUR Government Bond Enhanced Yield UCITS ETF - EUR,WTDR,IE00BD49RJ15,A2JKH8,XETR
WisdomTree EUR Government Bond Enhanced Yield UCITS ETF - EUR Acc,WTDS,IE00BD49RK20,A2JKH9,XETR
WisdomTree Europe Equity UCITS ETF - USD Hedged,WTDH,IE00BVXBH163,A14SCC,XETR
WisdomTree Europe Equity UCITS ETF EUR Acc,WTDF,IE00BYQCZX56,A1403C,XETR
WisdomTree European Union Bond UCITS ETF - EUR Acc,W1TG,IE00BMXWRM76,A2QGBX,XETR
WisdomTree Japan Equity UCITS ETF JPY Acc,WTIZ,IE00BYQCZN58,A1403E,XETR
WisdomTree Japan Equity UCITS ETF USD Hedged,WTDX,IE00BVXC4854,A14SCB,XETR
WisdomTree Japan Equity UCITS ETF- EUR Hedged,WTIF,IE00BYQCZJ13,A1403D,XETR
WisdomTree S&P China 500 UCITS ETF Class B USD,ICW5,LU1440654330,A2ANVN,XETR
Xtrackers ATX UCITS ETF 1C,XB4A,LU0659579063,DBX0KJ,XETR
Xtrackers CAC 40 UCITS ETF 1D,DX2G,LU0322250985,DBX1AR,XETR
Xtrackers CSI300 Swap UCITS ETF 1C,XCHA,LU0779800910,DBX0M2,XETR
Xtrackers DAX Income UCITS ETF 1D,XDDX,LU0838782315,DBX0NH,XETR
Xtrackers DAX UCITS ETF 1C,DBXD,LU0274211480,DBX1DA,XETR
Xtrackers DB Bloomberg Commodity Optimum Yield Swap UCITS ETF 2C EUR Hedged,DBZN,LU0429790743,DBX0CZ,XETR
Xtrackers DBLCI Commodity Optimum Yield Swap UCITS ETF 1C EUR Hedged,DXSM,LU0292106167,DBX1LC,XETR
Xtrackers ESG USD Corporate Bond UCITS ETF 1C,XZBU,IE00BL58LJ19,A2P5C7,XETR
Xtrackers ESG USD Corporate Bond UCITS ETF 2C - EUR hedged,XZBE,IE00BL58LL31,A2P5C9,XETR
Xtrackers EUR Credit 12.5 Swap UCITS ETF 1C,D3V3,IE00B3Z66S39,A1C1PC,XETR
Xtrackers EURO STOXX 50 UCITS ETF 1C,DXET,LU0380865021,DBX1ET,XETR
Xtrackers EURO STOXX 50 UCITS ETF 1D,DBXE,LU0274211217,DBX1EU,XETR
Xtrackers FTSE 100 Income UCITS ETF 1D,DBXX,LU0292097234,DBX1F1,XETR
Xtrackers FTSE 100 UCITS ETF 1C,XDUK,LU0838780707,DBX0NF,XETR
Xtrackers FTSE 250 UCITS ETF 1D,DBXY,LU0292097317,DBX1F2,XETR
Xtrackers FTSE China 50 UCITS ETF 1C,DBX9,LU0292109856,DBX1FX,XETR
Xtrackers FTSE MIB UCITS ETF 1D,DBXI,LU0274212538,DBX1MB,XETR
Xtrackers FTSE Vietnam Swap UCITS ETF 1C,DXS7,LU0322252924,DBX1AG,XETR
Xtrackers Germany Mittelstand & MidCap UCITS ETF 1D,XDGM,IE00B9MRJJ36,A1T795,XETR
Xtrackers Harvest CSI300 UCITS ETF 1D,RQFI,LU0875160326,DBX0NK,XETR
Xtrackers Harvest FTSE China A-H 50 UCITS ETF 1D,AH50,LU1310477036,DBX0P8,XETR
Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF 1D,XDEP,IE00BYPHT736,A2ACJ8,XETR
Xtrackers iBoxx USD Corporate Bond Yield Plus UCITS ETF 1D,XYLD,IE00BF8J5974,A2H5F5,XETR
Xtrackers iBoxx USD Corporate Bond Yield Plus UCITS ETF 2C EUR Hedged,XYLE,IE00BFMKQ930,A2JNWQ,XETR
Xtrackers II Australia Government Bond UCITS ETF 1C,XCS2,LU0494592974,DBX0GG,XETR
Xtrackers II ESG EUR Corporate Bond Short Duration UCITS ETF 1C,XZE5,LU2178481649,A2P4XG,XETR
Xtrackers II ESG EUR Corporate Bond UCITS ETF 1D,XB4F,LU0484968812,DBX0E8,XETR
Xtrackers II EUR Corporate Bond UCITS ETF 1C,D5BG,LU0478205379,DBX0EY,XETR
Xtrackers II EUR Covered Bond Swap UCITS ETF 1C,XLIQ,LU0820950128,DBX0ND,XETR
Xtrackers II EUR High Yield Corporate Bond 1-3 Swap UCITS ETF 1D,XHY1,LU1109939865,DBX0PP,XETR
Xtrackers II EUR High Yield Corporate Bond UCITS ETF 1C,XHYA,LU1109943388,DBX0PS,XETR
Xtrackers II EUR High Yield Corporate Bond UCITS ETF 1D,XHYG,LU1109942653,DBX0PR,XETR
Xtrackers II EUR Overnight Rate Swap UCITS ETF 1C,DBXT,LU0290358497,DBX0AN,XETR
Xtrackers II EUR Overnight Rate Swap UCITS ETF 1D,DX22,LU0335044896,DBX0A2,XETR
Xtrackers II Eurozone AAA Government Bond Swap UCITS ETF 1C,XBAT,LU0484969463,DBX0FE,XETR
Xtrackers II Eurozone AAA Government Bond Swap UCITS ETF 1D,XBAI,LU0975326215,DBX0PF,XETR
Xtrackers II Eurozone Government Bond 1-3 UCITS ETF 1C,DBXP,LU0290356871,DBX0AD,XETR
Xtrackers II Eurozone Government Bond 1-3 UCITS ETF 1D,X03B,LU0614173549,DBX0JH,XETR
Xtrackers II Eurozone Government Bond 15-30 UCITS ETF 1C,DBXF,LU0290357507,DBX0AJ,XETR
Xtrackers II Eurozone Government Bond 25+ UCITS ETF 1C,DBXG,LU0290357846,DBX0AK,XETR
Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1C,DBXQ,LU0290356954,DBX0AE,XETR
Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1D,X03C,LU0614173895,DBX0JJ,XETR
Xtrackers II Eurozone Government Bond 5-7 UCITS ETF 1C,DBXR,LU0290357176,DBX0AF,XETR
Xtrackers II Eurozone Government Bond 7-10 UCITS ETF 1C,DBXB,LU0290357259,DBX0AG,XETR
Xtrackers II Eurozone Government Bond UCITS ETF 1C,DBXN,LU0290355717,DBX0AC,XETR
Xtrackers II Eurozone Government Bond UCITS ETF 1D,X03F,LU0643975591,DBX0KC,XETR
Xtrackers II Eurozone Government Bond UCITS ETF 2C - USD hedged,XGLU,LU2009147591,DBX00R,XETR
Xtrackers II Eurozone Inflation-Linked Bond UCITS ETF 1C,DBXK,LU0290358224,DBX0AM,XETR
Xtrackers II GBP Overnight Rate Swap UCITS ETF 1D,DXS1,LU0321464652,DBX0A1,XETR
Xtrackers II Germany Government Bond 1-3 UCITS ETF 1D,D5BC,LU0468897110,DBX0C9,XETR
Xtrackers II Germany Government Bond UCITS ETF 1C,X03G,LU0643975161,DBX0KA,XETR
Xtrackers II Germany Government Bond UCITS ETF 1D,D5BB,LU0468896575,DBX0C7,XETR
Xtrackers II Global Aggregate Bond Swap UCITS ETF 1D,XBAG,LU0942970103,DBX0NV,XETR
Xtrackers II Global Aggregate Bond Swap UCITS ETF 5C EUR Hedged,XBAE,LU0942970798,DBX0NZ,XETR
Xtrackers II Global Government Bond UCITS ETF 1C EUR Hedged,DBZB,LU0378818131,DBX0A8,XETR
Xtrackers II Global Government Bond UCITS ETF 1D EUR Hedged,XGVD,LU0690964092,DBX0MF,XETR
Xtrackers II Global Government Bond UCITS ETF 5C,XG7S,LU0908508731,DBX0NM,XETR
Xtrackers II Global Inflation-Linked Bond UCITS ETF 1C EUR Hedged,DBXH,LU0290357929,DBX0AL,XETR
Xtrackers II Global Inflation-Linked Bond UCITS ETF 1D EUR Hedged,XGII,LU0962078753,DBX0N9,XETR
Xtrackers II Global Inflation-Linked Bond UCITS ETF 5C,XGIU,LU0908508814,DBX0NN,XETR
Xtrackers II Harvest China Government Bond UCITS ETF 1D,CGB,LU1094612022,DBX0PN,XETR
Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1C,XYP1,LU0925589839,DBX0K7,XETR
Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1D,XY1D,LU0975334821,DBX0PE,XETR
Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF 1C,XY4P,LU0524480265,DBX0HM,XETR
Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF 1D,XYPD,LU0962071741,DBX0N8,XETR
Xtrackers II iBoxx Germany Covered Bond Swap UCITS ETF 1C,DXSW,LU0321463506,DBX0AX,XETR
Xtrackers II iBoxx Germany Covered Bond Swap UCITS ETF 1D,XBCD,LU0962081203,DBX0PA,XETR
Xtrackers II Italy Government Bond 0-1 Swap UCITS ETF 1C,XBO2,LU0613540268,DBX0HH,XETR
Xtrackers II iTraxx Crossover Swap UCITS ETF 1C,DBXM,LU0290359032,DBX0AR,XETR
Xtrackers II iTraxx Europe Swap UCITS ETF 1C,DXSQ,LU0290358653,DBX0AP,XETR
Xtrackers II Japan Government Bond UCITS ETF 1C,XJSE,LU0952581584,DBX0N3,XETR
Xtrackers II US Treasuries 1-3 UCITS ETF 1D,D5BE,LU0429458895,DBX0CU,XETR
Xtrackers II US Treasuries UCITS ETF 1D,XUTD,LU0429459356,DBX0CQ,XETR
Xtrackers II US Treasuries UCITS ETF 2D EUR Hedged,XUTE,LU1399300455,DBX0QG,XETR
Xtrackers II USD Asia ex Japan Corporate Bond UCITS ETF 1D,ALQD,LU1409136006,DBX0QJ,XETR
Xtrackers II USD Emerging Markets Bond UCITS ETF 1C EUR Hedged,DXSU,LU0321462953,DBX0AV,XETR
Xtrackers II USD Emerging Markets Bond UCITS ETF 2C,XUEB,LU1920015440,DBX0RD,XETR
Xtrackers II USD Emerging Markets Bond UCITS ETF 2D,XUEM,LU0677077884,DBX0MB,XETR
Xtrackers II USD Overnight Rate Swap UCITS ETF 1C,DXSZ,LU0321465469,DBX0A0,XETR
Xtrackers JPX-Nikkei 400 UCITS ETF 1D,XDNY,IE00BPVLQD13,A119J2,XETR
Xtrackers JPX-Nikkei 400 UCITS ETF 3C EUR Hedged,XDNE,IE00BRB36B93,A12C16,XETR
Xtrackers MSCI AC Asia ex Japan Swap UCITS ETF 1C,DXS5,LU0322252171,DBX1AE,XETR
Xtrackers MSCI AC World UCITS ETF 1C,XMAW,IE00BGHQ0G80,A1W8SB,XETR
Xtrackers MSCI Africa Top 50 Swap UCITS ETF 1C,XMKA,LU0592217524,DBX0HX,XETR
Xtrackers MSCI Brazil UCITS ETF 1C,DBX6,LU0292109344,DBX1MR,XETR
Xtrackers MSCI Canada UCITS ETF 1C,D5BH,LU0476289540,DBX0ET,XETR
Xtrackers MSCI China UCITS ETF 1C,XCS6,LU0514695690,DBX0G2,XETR
Xtrackers MSCI EM Asia Swap UCITS ETF 1C,DBX2,LU0292107991,DBX1MA,XETR
Xtrackers MSCI EM Asia Swap UCITS ETF 1D,XMA1,LU2296661775,A2QNNH,XETR
